applicant_id,age,income,loan_amount,loan_term_months,credit_score,employment_years,debt_to_income,num_credit_lines,late_payments_2y,race,gender,default
774,27,29381.0,24993.0,36,783,13,0.169,4,1,White,Male,0
775,43,44493.0,21357.0,36,580,1,0.536,5,1,White,Female,1
776,36,30417.0,2176.0,60,639,40,0.097,1,2,Hispanic,Male,0
777,56,40178.0,17433.0,48,577,0,0.294,1,0,White,Male,1
778,20,80062.0,9677.0,36,705,7,0.517,4,2,White,Female,0
779,62,19852.0,5823.0,60,619,1,0.389,3,1,White,Male,0
780,30,71964.0,47879.0,36,545,0,0.211,3,0,Black,Male,0
781,67,80039.0,30369.0,12,685,10,0.281,2,0,White,Female,0
782,45,33832.0,36704.0,24,535,9,0.439,4,0,Black,Female,0
783,37,10167.0,16453.0,36,583,2,0.585,4,1,White,Female,1
784,45,25218.0,20264.0,24,481,6,0.541,4,0,White,Male,1
785,25,79079.0,12609.0,60,536,4,0.238,2,0,White,Male,0
786,58,35821.0,5751.0,48,664,9,0.599,5,0,Hispanic,Female,0
787,56,19939.0,9773.0,24,492,1,0.052,6,2,Hispanic,Female,1
788,18,26826.0,40078.0,36,531,3,0.065,1,1,White,Female,1
789,20,60136.0,34200.0,48,649,3,0.503,4,2,White,Male,1
790,30,50415.0,27800.0,60,606,2,0.16,4,1,White,Male,0
791,45,31465.0,24279.0,60,809,11,0.083,4,0,White,Female,0
792,74,29141.0,46199.0,36,796,0,0.18,6,0,White,Male,0
793,66,28708.0,4564.0,48,580,0,0.284,3,1,White,Male,1
794,42,20880.0,14749.0,36,694,4,0.452,3,2,Other,Male,0
795,73,95724.0,18147.0,36,709,5,0.393,5,0,White,Female,1
796,50,29930.0,39339.0,24,602,1,0.181,2,1,White,Female,0
797,55,75380.0,49633.0,24,530,2,0.327,1,0,White,Male,0
798,70,90471.0,12793.0,36,649,14,0.559,2,2,White,Female,0
799,23,66104.0,43841.0,24,636,1,0.498,4,1,White,Male,0
800,61,28030.0,41701.0,12,615,5,0.228,3,0,Hispanic,Male,0
801,62,46269.0,12008.0,48,685,6,0.59,1,2,White,Female,0
802,49,35792.0,20567.0,12,589,2,0.44,5,0,Other,Female,0
803,62,21116.0,21074.0,36,557,13,0.084,1,1,White,Female,0
804,64,44118.0,48933.0,36,658,6,0.069,5,0,White,Male,1
805,38,17900.0,9864.0,60,680,3,0.143,2,0,White,Female,0
806,33,74058.0,40159.0,36,555,4,0.45,1,0,Black,Male,0
807,71,27480.0,17375.0,12,724,5,0.151,4,0,White,Male,1
808,38,40974.0,36813.0,36,508,4,0.331,2,0,White,Male,1
809,28,43044.0,21581.0,48,603,10,0.101,3,0,White,Male,0
810,54,31090.0,29340.0,60,629,2,0.556,2,0,Asian,Male,1
811,53,51638.0,41798.0,36,599,1,0.239,1,0,White,Female,0
812,52,27311.0,40404.0,36,604,1,0.549,3,0,White,Male,0
813,36,61254.0,43455.0,60,799,0,0.57,4,0,White,Male,0
814,37,16194.0,3921.0,24,581,0,0.053,2,1,White,Female,1
815,74,39176.0,34910.0,48,845,10,0.305,3,0,White,Male,0
816,35,116234.0,7859.0,36,684,5,0.064,4,1,White,Female,0
817,64,19926.0,21375.0,12,657,5,0.55,6,1,Black,Male,0
818,58,24182.0,27881.0,36,688,4,0.335,2,0,White,Female,0
819,66,49432.0,20734.0,24,850,9,0.091,5,1,Hispanic,Female,0
820,31,40447.0,26461.0,48,570,3,0.111,2,0,Black,Female,1
821,32,44819.0,49830.0,60,560,10,0.261,4,0,White,Female,1
822,48,48704.0,7626.0,24,589,2,0.567,2,1,White,Female,0
823,18,53148.0,34097.0,48,652,13,0.431,1,0,Hispanic,Male,0
824,70,70673.0,20404.0,12,511,5,0.527,7,0,Black,Female,1
825,71,46439.0,7517.0,36,651,1,0.252,3,2,Black,Female,0
826,71,31421.0,8778.0,12,785,4,0.074,6,0,Hispanic,Female,0
827,20,54369.0,47514.0,60,662,3,0.586,6,0,White,Male,0
828,33,113542.0,44100.0,48,626,0,0.059,7,0,Hispanic,Female,0
829,40,33538.0,45445.0,48,600,4,0.571,3,1,White,Male,0
830,74,20237.0,49585.0,48,721,1,0.253,4,1,White,Male,0
831,28,70562.0,11207.0,48,583,0,0.056,4,1,White,Female,0
832,29,33785.0,18417.0,60,797,14,0.429,1,0,Hispanic,Male,0
833,27,9862.0,33792.0,48,804,5,0.589,9,0,White,Male,0
834,49,60382.0,24706.0,60,670,10,0.581,2,0,Black,Male,0
835,33,26339.0,21501.0,36,649,5,0.139,1,1,Hispanic,Male,0
836,25,34395.0,18533.0,24,732,2,0.15,3,1,Asian,Male,0
837,55,44320.0,30095.0,36,737,3,0.361,3,0,Hispanic,Female,0
838,29,40713.0,29204.0,24,585,5,0.401,3,0,White,Male,0
839,41,55585.0,8911.0,36,607,16,0.457,2,0,Hispanic,Male,0
840,45,27965.0,24115.0,36,544,1,0.15,3,0,Black,Male,1
841,70,49408.0,28120.0,48,682,10,0.577,4,0,Black,Male,0
842,25,31079.0,28944.0,12,703,12,0.401,1,0,Asian,Male,1
843,45,56573.0,11295.0,24,542,5,0.516,1,2,White,Female,0
844,53,52534.0,37371.0,36,613,13,0.347,3,0,White,Male,0
845,43,20718.0,2235.0,60,542,2,0.278,4,0,White,Male,1
846,25,69674.0,18387.0,36,578,15,0.587,3,0,Hispanic,Male,1
847,67,26329.0,39230.0,36,694,6,0.37,0,1,White,Female,0
848,45,58973.0,28631.0,48,591,0,0.527,6,0,Black,Female,0
849,45,45269.0,13797.0,48,625,11,0.574,6,0,White,Female,0
850,54,109416.0,35053.0,24,519,3,0.421,1,0,Black,Male,1
851,58,31759.0,28802.0,36,664,3,0.352,3,1,Hispanic,Male,0
852,53,29449.0,40016.0,24,646,4,0.052,2,0,White,Male,0
853,44,35895.0,37016.0,60,591,0,0.072,3,1,Black,Male,0
854,71,30275.0,30895.0,24,634,3,0.16,3,0,Hispanic,Male,0
855,34,58687.0,24921.0,36,664,8,0.152,4,0,White,Male,0
856,26,13770.0,7526.0,12,584,0,0.19,3,2,White,Male,1
857,50,19299.0,13805.0,24,531,1,0.218,4,1,White,Male,0
858,70,19136.0,21536.0,48,794,0,0.248,4,0,Hispanic,Male,0
859,37,64227.0,30366.0,24,599,2,0.281,3,0,White,Male,0
860,30,101353.0,26172.0,12,642,6,0.104,2,1,White,Male,0
861,45,34109.0,15121.0,36,730,8,0.073,4,1,White,Female,0
862,65,32817.0,1317.0,12,850,14,0.421,3,1,White,Female,0
863,46,37874.0,25316.0,12,550,4,0.346,4,0,Black,Female,1
864,30,72921.0,14996.0,48,685,1,0.294,2,0,Hispanic,Female,0
865,63,20818.0,36996.0,48,593,12,0.399,3,0,White,Male,0
866,52,41899.0,2173.0,60,606,7,0.505,3,1,Black,Female,1
867,23,65194.0,29657.0,60,592,4,0.285,4,2,Hispanic,Female,0
868,35,49053.0,47132.0,48,559,5,0.403,2,0,White,Female,0
869,68,40690.0,9546.0,12,646,12,0.574,4,0,White,Female,0
870,22,66213.0,24111.0,48,532,6,0.512,2,0,Asian,Female,0
871,64,7173.0,5480.0,48,725,2,0.284,3,0,Black,Male,0
872,42,54542.0,31658.0,48,654,6,0.405,4,0,Black,Female,0
873,19,24528.0,27976.0,36,683,0,0.147,4,0,White,Female,0
874,27,12108.0,20961.0,24,612,2,0.358,4,1,Hispanic,Male,1
875,73,49351.0,26547.0,48,620,2,0.59,2,0,White,Female,0
876,47,82801.0,44932.0,48,673,0,0.335,0,0,Hispanic,Male,0
877,67,33441.0,10618.0,60,556,0,0.56,3,2,Other,Male,1
878,62,64326.0,2106.0,24,621,0,0.274,2,1,Other,Male,1
879,22,95546.0,43222.0,24,581,5,0.599,3,1,Hispanic,Male,0
880,72,79933.0,29279.0,24,578,8,0.369,1,1,White,Female,0
881,73,97147.0,44642.0,48,481,22,0.073,3,1,Asian,Female,1
882,50,56686.0,30250.0,24,757,2,0.373,3,2,White,Male,0
883,71,37997.0,40698.0,12,595,4,0.201,2,1,Hispanic,Female,0
884,18,13889.0,22054.0,60,743,13,0.068,0,0,White,Male,1
885,35,31331.0,37743.0,12,735,0,0.501,5,0,Black,Female,0
886,49,21896.0,45739.0,48,547,6,0.202,4,1,White,Female,0
887,64,133595.0,29034.0,36,562,7,0.488,2,0,Hispanic,Male,0
888,66,32678.0,9858.0,48,850,0,0.209,2,2,White,Female,0
889,28,39102.0,14171.0,36,790,9,0.157,2,0,White,Male,0
890,38,50559.0,10734.0,60,647,8,0.586,2,0,Hispanic,Male,0
891,43,37278.0,13096.0,60,670,0,0.249,5,0,Black,Female,0
892,42,100411.0,16014.0,12,599,0,0.381,6,1,White,Female,0
893,39,24994.0,28202.0,12,684,0,0.385,3,0,White,Male,0
894,44,40813.0,29812.0,24,592,2,0.358,3,1,White,Male,0
895,66,23261.0,21898.0,48,487,3,0.553,1,0,Black,Female,1
896,30,16448.0,31156.0,60,544,3,0.421,2,0,Other,Female,0
897,50,25158.0,4997.0,36,651,1,0.272,4,0,Black,Female,0
898,51,35517.0,5302.0,48,559,12,0.524,3,0,White,Female,1
899,58,28069.0,9420.0,24,644,2,0.15,2,0,White,Male,1
900,52,23970.0,26386.0,48,564,0,0.349,3,1,Other,Female,1
901,18,15618.0,11486.0,60,587,1,0.573,0,0,White,Female,1
902,38,34549.0,14881.0,24,718,3,0.394,2,1,White,Male,0
903,65,14723.0,20615.0,36,669,2,0.499,1,2,White,Female,0
904,72,57299.0,40781.0,12,649,1,0.409,3,0,Hispanic,Male,0
905,23,38157.0,1679.0,36,720,0,0.512,4,1,Hispanic,Male,0
906,45,15146.0,32820.0,36,688,8,0.569,5,0,White,Female,0
907,34,30166.0,33775.0,24,765,27,0.2,1,0,Black,Female,0
908,22,23126.0,40134.0,36,613,1,0.143,6,0,White,Male,0
909,48,43981.0,46705.0,36,615,2,0.316,1,0,White,Male,0
910,22,81168.0,1987.0,36,545,4,0.436,1,0,White,Female,1
911,55,11789.0,8535.0,36,615,6,0.175,1,0,White,Male,0
912,20,38910.0,44422.0,12,727,2,0.052,2,2,White,Male,0
913,70,32989.0,23467.0,48,753,11,0.239,5,1,Hispanic,Male,0
914,40,54328.0,28665.0,48,726,4,0.583,3,1,White,Male,1
915,54,41271.0,33488.0,36,506,2,0.432,3,0,White,Male,0
916,70,23128.0,34274.0,12,736,5,0.271,5,0,White,Male,0
917,54,29988.0,46655.0,48,502,15,0.156,4,0,White,Male,0
918,27,22525.0,49851.0,60,721,7,0.246,2,0,White,Female,0
919,27,69259.0,36288.0,24,620,0,0.143,1,0,White,Male,0
920,36,36783.0,15074.0,36,706,2,0.108,2,0,Hispanic,Female,0
921,34,113631.0,44108.0,24,543,3,0.549,4,0,Other,Male,1
922,38,35018.0,3412.0,36,743,1,0.599,2,0,Hispanic,Female,0
923,31,23741.0,12323.0,24,532,6,0.14,3,1,White,Male,1
924,26,14644.0,44972.0,36,596,8,0.08,4,0,Asian,Female,0
925,63,12309.0,13553.0,48,570,6,0.231,5,1,White,Female,0
926,18,14038.0,11812.0,36,509,22,0.304,0,0,White,Female,1
927,68,42628.0,7768.0,36,657,1,0.163,5,1,White,Female,1
928,62,49278.0,43096.0,36,794,10,0.216,7,0,White,Male,0
929,30,14063.0,25503.0,36,850,7,0.16,3,0,Asian,Male,0
930,21,62132.0,34070.0,12,657,2,0.476,3,1,White,Male,0
931,18,27178.0,12714.0,12,739,6,0.442,2,1,White,Male,0
932,66,39659.0,38144.0,60,668,0,0.399,5,1,White,Female,1
933,57,95543.0,38240.0,12,689,7,0.263,2,0,Hispanic,Male,0
934,49,62200.0,16317.0,48,622,3,0.55,5,0,Hispanic,Male,1
935,51,30911.0,21123.0,60,665,1,0.583,2,1,White,Male,0
936,45,21275.0,11275.0,24,692,5,0.146,1,1,Black,Male,0
937,48,9986.0,48851.0,36,603,5,0.173,3,0,Black,Female,0
938,25,23588.0,32635.0,36,643,1,0.339,3,2,White,Male,0
939,56,31995.0,46793.0,60,645,0,0.1,2,0,Black,Male,0
940,43,20084.0,15866.0,60,716,2,0.29,5,0,White,Female,0
941,51,33565.0,39313.0,48,564,4,0.37,2,0,White,Female,1
942,71,38029.0,38527.0,12,645,10,0.337,8,0,Black,Male,0
943,71,31732.0,34891.0,48,802,13,0.232,4,0,White,Female,0
944,20,24588.0,48316.0,36,743,3,0.348,6,1,White,Male,0
945,67,40183.0,20284.0,36,757,7,0.577,4,1,Hispanic,Male,0
946,29,47343.0,7405.0,12,651,2,0.163,1,0,White,Male,1
947,18,18878.0,33914.0,24,675,6,0.41,6,1,White,Male,0
948,71,84674.0,36736.0,48,730,1,0.074,5,0,White,Female,0
949,61,34230.0,29178.0,36,774,2,0.087,8,0,White,Female,0
950,22,36729.0,11134.0,36,493,5,0.354,2,0,White,Female,1
951,47,55544.0,25718.0,36,544,0,0.108,2,0,Other,Female,0
952,47,41770.0,16297.0,60,754,6,0.062,5,0,White,Male,0
953,74,64336.0,21946.0,48,627,9,0.144,4,1,Black,Female,0
954,34,43143.0,32616.0,24,596,2,0.361,4,0,White,Female,0
955,65,25148.0,37516.0,24,549,2,0.437,5,0,Black,Male,1
956,64,45112.0,12379.0,24,605,9,0.161,3,0,Other,Male,1
957,40,18284.0,20861.0,60,537,7,0.418,3,0,White,Female,0
958,32,38760.0,14189.0,36,817,1,0.15,6,0,Hispanic,Male,0
959,54,35599.0,10733.0,36,648,1,0.387,2,0,Other,Male,0
960,38,32052.0,39386.0,36,645,5,0.277,3,1,White,Male,1
961,31,33620.0,45553.0,36,697,4,0.41,3,1,White,Female,0
962,19,11742.0,19141.0,48,726,0,0.597,2,0,Black,Female,1
963,28,26128.0,37813.0,36,725,1,0.566,1,1,Hispanic,Female,0
964,68,38396.0,44953.0,24,735,11,0.052,1,0,White,Male,0
965,56,39971.0,42460.0,24,599,5,0.537,2,2,White,Female,0
966,55,19602.0,9958.0,36,626,21,0.087,2,0,White,Male,0
967,51,77608.0,47858.0,60,711,7,0.574,1,2,White,Female,0
968,55,21597.0,19457.0,36,607,14,0.205,0,2,Hispanic,Male,1
969,67,64970.0,17623.0,60,649,1,0.26,2,0,White,Male,1
970,51,46926.0,4059.0,48,681,7,0.1,8,0,White,Female,0
971,35,24643.0,24823.0,24,712,0,0.112,4,0,Black,Female,0
972,47,105365.0,6342.0,12,507,5,0.45,3,0,White,Female,1
973,32,17744.0,13178.0,24,707,3,0.569,4,0,White,Female,0
974,44,63038.0,16530.0,48,631,2,0.386,4,0,White,Male,1
975,68,66194.0,40632.0,24,706,9,0.444,1,1,White,Female,0
976,51,24285.0,43899.0,36,712,9,0.469,6,0,White,Male,0
977,69,83741.0,15821.0,36,778,0,0.195,2,1,White,Male,0
978,74,31256.0,43076.0,48,758,4,0.075,1,2,White,Female,0
979,55,43184.0,43004.0,24,757,2,0.051,7,0,Hispanic,Male,0
980,50,42455.0,38468.0,36,765,2,0.243,3,0,Hispanic,Female,0
981,41,33504.0,8188.0,36,673,8,0.183,3,2,White,Female,0
982,32,59070.0,34826.0,36,652,1,0.084,5,0,White,Female,0
983,47,58460.0,47306.0,48,719,14,0.149,2,0,Hispanic,Male,0
984,72,12719.0,34444.0,24,708,0,0.118,2,0,White,Female,0
985,59,79428.0,17249.0,48,625,5,0.553,1,1,Asian,Female,0
986,68,13393.0,25528.0,48,682,5,0.127,3,3,Asian,Male,0
987,34,67476.0,32641.0,36,647,1,0.346,2,0,White,Female,0
988,22,71398.0,26018.0,48,581,1,0.376,8,0,White,Female,1
989,46,18872.0,6878.0,36,753,9,0.349,0,1,White,Male,0
990,21,28382.0,16291.0,24,654,7,0.104,5,0,White,Female,0
991,27,18706.0,40317.0,48,813,1,0.225,1,1,Asian,Male,0
992,73,31922.0,43209.0,36,519,3,0.078,4,0,Asian,Male,0
993,34,30187.0,7728.0,48,605,0,0.268,2,0,White,Male,0
994,27,57977.0,47667.0,36,652,1,0.154,4,0,White,Male,0
995,34,79713.0,17112.0,60,740,3,0.359,4,0,White,Male,0
996,37,83902.0,33453.0,36,681,0,0.431,3,0,White,Male,0
997,41,25918.0,37839.0,12,674,9,0.343,2,2,Black,Male,0
998,22,32031.0,40785.0,36,559,6,0.289,1,1,Asian,Male,0
999,51,13226.0,47342.0,48,557,14,0.263,2,0,White,Male,1
1000,23,22392.0,16333.0,48,675,5,0.513,1,1,White,Female,0
1001,70,64790.0,43067.0,36,540,14,0.171,2,1,White,Female,0
1002,19,95736.0,7453.0,60,607,4,0.454,1,1,White,Female,1
1003,30,17316.0,35547.0,24,690,4,0.467,1,1,White,Male,0
1004,60,25451.0,37357.0,36,571,18,0.281,3,1,White,Male,0
1005,60,35745.0,34208.0,60,778,5,0.214,1,0,White,Male,0
1006,65,42963.0,13363.0,60,747,0,0.309,3,0,Hispanic,Female,0
1007,28,22342.0,43779.0,48,524,6,0.101,2,0,White,Female,0
1008,68,46837.0,9274.0,60,575,11,0.075,3,1,White,Female,0
1009,64,27329.0,3628.0,12,467,7,0.111,2,1,Hispanic,Male,1
1010,74,36002.0,36156.0,60,587,4,0.153,4,0,Hispanic,Male,0
1011,40,50401.0,24298.0,36,711,5,0.327,1,0,White,Female,0
1012,72,36456.0,42606.0,24,616,23,0.517,3,1,White,Female,1
1013,33,27950.0,19786.0,24,686,0,0.18,3,0,Hispanic,Male,0
1014,48,34004.0,9246.0,36,528,5,0.564,4,3,White,Female,1
1015,28,34440.0,41986.0,24,713,1,0.575,4,0,White,Female,0
1016,71,29085.0,27897.0,36,605,5,0.577,4,0,White,Male,0
1017,33,31093.0,10271.0,24,650,4,0.511,3,0,White,Female,1
1018,25,94768.0,36299.0,24,642,0,0.25,4,0,White,Male,0
1019,21,50846.0,26045.0,36,548,1,0.09,5,0,White,Male,1
1020,57,30416.0,30611.0,36,557,4,0.363,3,0,Hispanic,Male,1
1021,21,55170.0,23584.0,36,727,0,0.357,3,3,Hispanic,Female,1
1022,73,29724.0,41607.0,48,681,1,0.517,2,0,Other,Male,0
1023,42,73414.0,41649.0,60,734,9,0.598,3,0,White,Male,0
1024,20,45333.0,35760.0,48,675,1,0.329,4,0,White,Male,0
1025,49,34051.0,6165.0,36,661,3,0.24,2,0,Hispanic,Female,0
1026,20,47507.0,42104.0,48,511,14,0.152,7,0,White,Female,1
1027,44,14150.0,33880.0,24,628,1,0.053,4,0,White,Female,0
1028,46,18471.0,35154.0,24,647,2,0.33,2,1,White,Male,0
1029,49,17741.0,18786.0,36,806,4,0.356,2,0,White,Female,0
1030,67,39568.0,44085.0,48,704,7,0.504,1,0,White,Female,0
1031,68,102694.0,36543.0,24,772,11,0.328,2,1,White,Female,0
1032,36,138521.0,6517.0,12,697,12,0.554,3,0,Other,Female,0
1033,38,53254.0,20981.0,24,593,7,0.395,6,0,White,Male,0
1034,22,49046.0,44433.0,60,659,1,0.512,5,0,Other,Male,0
1035,35,12325.0,3313.0,48,668,0,0.132,3,0,Hispanic,Male,0
1036,45,26223.0,48109.0,24,574,2,0.52,2,1,White,Male,0
1037,59,22637.0,34279.0,36,619,0,0.421,4,0,Hispanic,Male,0
1038,39,25022.0,31937.0,36,633,6,0.144,2,0,Black,Male,0
1039,38,32831.0,14257.0,48,778,5,0.154,3,1,White,Female,0
1040,23,27357.0,13191.0,24,483,0,0.56,4,0,White,Female,1
1041,18,11075.0,47161.0,60,746,9,0.068,1,0,White,Female,0
1042,22,56883.0,15615.0,36,575,1,0.304,9,0,Black,Female,0
1043,58,19079.0,39000.0,48,540,2,0.222,4,0,White,Male,0
1044,29,41921.0,20263.0,12,744,5,0.416,3,0,White,Male,0
1045,43,126052.0,7823.0,36,708,2,0.512,3,2,White,Female,0
1046,63,20918.0,1525.0,36,750,2,0.248,2,0,White,Female,0
1047,51,7957.0,27669.0,36,714,0,0.285,2,0,White,Male,0
1048,66,30589.0,48813.0,12,814,2,0.59,4,1,White,Female,0
1049,31,70303.0,19088.0,48,694,7,0.481,2,1,Asian,Female,0
1050,43,117596.0,18502.0,24,637,12,0.543,2,3,Black,Female,0
1051,62,17366.0,17860.0,48,677,2,0.291,2,0,Hispanic,Male,0
1052,44,48924.0,26507.0,48,749,2,0.179,3,0,White,Male,0
1053,26,27469.0,22593.0,36,587,6,0.277,2,0,Black,Male,0
1054,43,34079.0,44116.0,48,597,14,0.444,3,1,White,Female,0
1055,74,177479.0,25771.0,48,625,1,0.11,3,1,White,Male,0
1056,64,14738.0,25880.0,36,481,2,0.199,3,1,Other,Female,1
1057,74,42287.0,7780.0,48,661,7,0.076,3,0,White,Female,0
1058,39,48080.0,49154.0,24,499,4,0.288,4,0,White,Male,1
1059,64,69666.0,13249.0,36,654,0,0.505,6,1,White,Male,1
1060,73,38514.0,4595.0,48,719,4,0.064,2,0,White,Male,0
1061,47,43688.0,33494.0,36,611,1,0.421,3,0,Hispanic,Male,0
1062,60,28710.0,30173.0,36,784,3,0.563,5,1,White,Male,0
1063,65,42680.0,21342.0,36,533,3,0.18,1,1,Hispanic,Male,0
1064,34,29557.0,21687.0,48,745,10,0.431,4,0,White,Male,0
1065,43,52730.0,39468.0,60,704,3,0.586,3,1,White,Female,0
1066,53,29092.0,10590.0,36,512,1,0.579,6,1,White,Male,1
1067,18,45536.0,41192.0,48,850,1,0.179,3,1,Black,Female,0
1068,25,35683.0,32789.0,60,644,10,0.105,1,1,Hispanic,Male,0
1069,66,71370.0,21530.0,12,579,0,0.132,4,0,White,Female,1
1070,52,35213.0,23443.0,24,537,2,0.436,3,1,White,Female,0
1071,69,12534.0,13576.0,48,632,1,0.449,2,0,Other,Male,0
1072,32,77432.0,37854.0,48,639,7,0.421,4,0,White,Male,0
1073,64,21090.0,26131.0,60,658,3,0.235,6,0,White,Male,0
1074,73,24532.0,16722.0,36,626,2,0.143,3,1,White,Female,0
1075,39,25403.0,30206.0,12,700,2,0.369,6,0,White,Male,0
1076,31,82840.0,49791.0,36,618,9,0.316,5,0,White,Male,1
1077,43,10083.0,22328.0,24,495,4,0.451,2,0,White,Female,1
1078,45,238625.0,46114.0,24,638,6,0.293,4,0,Hispanic,Female,0
1079,40,68435.0,17906.0,48,460,11,0.236,1,1,Black,Female,1
1080,31,41521.0,3682.0,12,678,11,0.211,4,1,Hispanic,Female,0
1081,41,35139.0,11008.0,48,571,1,0.166,1,0,White,Female,0
1082,19,43102.0,21516.0,36,663,15,0.196,2,0,White,Female,0
1083,62,49646.0,11762.0,36,755,0,0.102,5,1,Black,Female,0
1084,43,53484.0,1011.0,12,574,2,0.241,1,0,Asian,Female,0
1085,31,50684.0,45835.0,36,734,11,0.07,4,0,White,Male,0
1086,73,38321.0,42350.0,12,615,1,0.153,1,2,White,Male,0
1087,68,32260.0,37372.0,60,790,1,0.461,3,1,Black,Female,0
1088,24,33165.0,9223.0,48,620,1,0.229,2,0,Other,Female,0
1089,20,32308.0,6898.0,36,582,4,0.418,4,0,Other,Female,1
1090,64,71701.0,4313.0,24,704,2,0.444,3,0,Black,Female,0
1091,40,51851.0,36477.0,60,615,6,0.37,5,1,White,Female,0
1092,63,6222.0,46512.0,36,582,11,0.577,6,0,White,Male,0
1093,60,53828.0,22096.0,24,611,5,0.062,4,1,Asian,Female,1
1094,64,40817.0,6838.0,36,646,1,0.456,5,0,White,Female,0
1095,62,35910.0,26107.0,60,757,13,0.577,7,1,White,Male,0
1096,35,28764.0,18093.0,12,495,1,0.524,2,0,Asian,Female,0
1097,55,71287.0,19366.0,24,651,0,0.142,4,0,White,Female,1
1098,52,64120.0,31445.0,60,699,0,0.23,6,0,Hispanic,Male,0
1099,68,22840.0,36217.0,24,665,4,0.145,3,1,Black,Female,0
1100,32,46362.0,6420.0,24,754,0,0.381,7,0,White,Female,0
1101,42,20272.0,2744.0,36,644,0,0.442,6,0,White,Female,0
1102,72,15871.0,49722.0,60,635,1,0.224,3,1,White,Male,0
1103,54,24934.0,12404.0,36,697,1,0.347,1,0,Black,Female,0
1104,45,60927.0,3638.0,60,657,4,0.43,2,2,White,Female,0
1105,27,64336.0,10304.0,48,618,8,0.282,4,0,White,Male,0
1106,56,49407.0,2909.0,12,691,7,0.52,4,0,Other,Male,0
1107,74,56109.0,20199.0,60,597,1,0.474,5,0,White,Female,1
1108,34,49499.0,40318.0,36,601,1,0.086,4,1,White,Female,0
1109,56,24714.0,17721.0,24,607,16,0.392,4,0,White,Female,1
1110,39,47059.0,22765.0,36,758,0,0.179,2,0,White,Female,0
1111,43,58703.0,34104.0,36,392,10,0.357,6,1,Other,Female,1
1112,61,57101.0,25936.0,12,681,1,0.576,1,0,White,Female,1
1113,42,74113.0,43211.0,12,652,14,0.533,1,1,White,Female,0
1114,34,55547.0,43436.0,36,515,2,0.272,7,0,Hispanic,Male,1
1115,30,44841.0,1486.0,48,674,2,0.21,3,0,Black,Male,0
1116,37,69016.0,39124.0,36,688,6,0.179,3,0,White,Female,0
1117,42,35742.0,23576.0,60,697,4,0.343,1,0,Asian,Male,0
1118,21,21394.0,49453.0,24,437,1,0.113,2,0,Hispanic,Female,1
1119,27,32931.0,24678.0,24,759,4,0.352,1,0,White,Female,0
1120,20,23227.0,49358.0,24,590,6,0.051,1,0,Black,Female,0
1121,58,24219.0,37974.0,24,704,0,0.228,2,0,Asian,Female,0
1122,62,33299.0,13182.0,24,709,0,0.171,3,0,White,Male,0
1123,35,22574.0,27381.0,48,579,3,0.584,2,0,Hispanic,Female,0
1124,64,30189.0,49615.0,60,702,0,0.45,7,0,Other,Female,0
1125,53,11659.0,43019.0,60,619,5,0.242,4,1,Black,Female,0
1126,64,41274.0,5771.0,24,484,1,0.101,4,0,White,Female,0
1127,39,36342.0,35612.0,60,743,2,0.334,3,1,White,Male,0
1128,51,22242.0,17933.0,36,587,1,0.167,4,1,White,Female,0
1129,64,53936.0,1342.0,24,581,3,0.345,4,1,White,Male,0
1130,25,63738.0,20771.0,60,617,0,0.509,7,0,Other,Male,1
1131,57,13842.0,12503.0,48,671,0,0.389,4,1,White,Female,1
1132,66,22980.0,41125.0,24,645,0,0.399,4,0,White,Female,0
1133,61,22891.0,17529.0,36,693,15,0.348,1,1,Black,Female,0
1134,36,20662.0,41549.0,24,542,0,0.56,1,1,White,Male,1
1135,59,59736.0,1029.0,48,590,6,0.563,1,0,White,Male,0
1136,58,32328.0,16083.0,36,640,0,0.332,5,0,White,Female,1
1137,54,30986.0,12817.0,60,801,0,0.218,6,1,White,Female,0
1138,23,10913.0,12445.0,12,640,3,0.303,3,0,Hispanic,Male,0
1139,69,53170.0,4341.0,36,736,3,0.153,6,0,Black,Female,0
1140,43,17265.0,10169.0,36,653,15,0.4,7,1,White,Male,0
1141,51,37645.0,28222.0,36,611,14,0.325,2,1,White,Male,1
1142,73,42891.0,15277.0,36,630,7,0.107,3,0,Hispanic,Male,1
1143,62,82158.0,21452.0,48,636,4,0.159,3,0,Asian,Male,0
1144,23,16559.0,19466.0,60,698,3,0.314,2,1,White,Female,0
1145,54,5933.0,43919.0,60,759,2,0.538,2,0,Hispanic,Female,0
1146,74,40551.0,45360.0,48,678,14,0.362,1,1,White,Male,0
1147,50,106970.0,25155.0,60,744,4,0.425,2,1,White,Female,0
1148,70,76372.0,17178.0,36,572,4,0.236,4,0,Hispanic,Male,1
1149,39,41184.0,6233.0,48,616,1,0.364,1,0,White,Female,1
1150,38,27039.0,47717.0,36,592,0,0.296,5,0,White,Male,0
1151,23,58940.0,3951.0,36,675,14,0.413,3,1,White,Female,0
1152,23,20249.0,15585.0,36,621,1,0.078,3,0,White,Female,0
1153,72,48330.0,15605.0,36,708,2,0.321,3,1,Black,Male,0
1154,65,49182.0,16700.0,24,575,0,0.213,4,0,White,Female,0
1155,21,68605.0,9050.0,60,653,9,0.229,0,1,White,Male,0
1156,47,190193.0,39375.0,36,704,0,0.579,4,0,White,Female,0
